Period,Model,MAE,RMSE,R2,Mean Error,Std Dev Error,Avg Error %,Theil's U
2024-08-05/2024-08-11,Model  2 - Balint et al. Model,68.54354574,102.6138032,-0.947806327,11.09886844,102.0118019,61230.49096,0.236802745
2024-08-05/2024-08-11,Model 3  - Real World GHI,50.98173644,66.12141083,0.191242303,14.969546,64.40460902,122489.1562,0.440230807
2024-08-05/2024-08-11,Model 4 - Karamov Naumov,65.89720852,91.6979855,-0.5554419,17.3633724,90.03906843,22110.56357,0.082629915
2024-08-05/2024-08-11,Model 5 - HDKR,76.4830982,101.3162828,-0.89885892,19.04189037,99.51078117,63786.71084,0.229001678
2024-08-12/2024-08-18,Model 1 - Kasten Model,71.07524049,101.7139805,-0.409214435,2.068302221,101.6929494,3958.026231,0.039184849
2024-08-12/2024-08-18,Model  2 - Balint et al. Model,71.07882786,101.430297,-0.401364709,2.077315187,101.4090228,4128.27908,0.040858239
2024-08-12/2024-08-18,Model 3  - Real World GHI,67.3791976,89.36058854,-0.08769673,4.682502073,89.23782247,10935.14655,0.109930049
2024-08-12/2024-08-18,Model 4 - Karamov Naumov,71.08169144,94.85907602,-0.225670017,6.504531464,94.63580387,1402.738957,0.012630031
2024-08-12/2024-08-18,Model 5 - HDKR,75.42794848,106.2175581,-0.536768352,23.07804268,103.6801505,3831.24542,0.037706275
2024-08-19/2024-08-25,Model 1 - Kasten Model,65.34142241,90.42517018,-0.455360798,-18.54561816,88.50294599,563.8523063,0.063239259
2024-08-19/2024-08-25,Model  2 - Balint et al. Model,65.16390509,89.67827649,-0.431418115,-19.97931913,87.42436778,592.5723323,0.067379568
2024-08-19/2024-08-25,Model 3  - Real World GHI,65.77323822,91.13667817,-0.478353837,-15.47514651,89.813217,644.027564,0.073860835
2024-08-19/2024-08-25,Model 4 - Karamov Naumov,65.33644677,89.93337963,-0.439573459,-21.61069126,87.29828633,567.1613761,0.064062233
2024-08-19/2024-08-25,Model 5 - HDKR,60.76193354,80.72417272,-0.159843008,-18.69961981,78.52844249,210.1772759,0.014561208
2024-08-26/2024-09-01,Model 1 - Kasten Model,59.21613808,78.4702123,-0.191480666,-52.31862504,58.48363611,69.64035568,0.002381432
2024-08-26/2024-09-01,Model  2 - Balint et al. Model,59.734523,79.22373418,-0.214473274,-53.10259468,58.79212954,69.83203949,0.002380195
2024-08-26/2024-09-01,Model 3  - Real World GHI,58.29178354,77.43074767,-0.160123569,-49.58959934,59.4675737,68.52789666,0.002353482
2024-08-26/2024-09-01,Model 4 - Karamov Naumov,58.64344693,78.98243809,-0.207086565,-51.00992058,60.30102428,72.09294108,0.002975824
2024-08-26/2024-09-01,Model 5 - HDKR,49.40893419,65.73519696,0.16387101,-42.59176652,50.0705257,66.9761257,0.002992249
2024-09-02/2024-09-08,Model 1 - Kasten Model,37.00422396,53.80317883,-0.343668221,-6.146654358,53.45091854,1263.807698,0.222983901
2024-09-02/2024-09-08,Model  2 - Balint et al. Model,36.92328885,53.74757795,-0.340892529,-6.913213327,53.3011221,1353.394537,0.240500597
2024-09-02/2024-09-08,Model 3  - Real World GHI,35.71972469,52.1202689,-0.260925623,-9.371515636,51.27082138,1272.508343,0.225911738
2024-09-02/2024-09-08,Model 4 - Karamov Naumov,38.87300882,53.56431966,-0.331764276,8.334655603,52.91190656,597.5382079,0.083710845
2024-09-02/2024-09-08,Model 5 - HDKR,37.92633847,54.16409551,-0.361755585,0.47140492,54.16204409,3344.426367,0.612892467
2024-09-09/2024-09-15,Model 1 - Kasten Model,63.09213889,87.24475967,-0.588474379,-2.61844193,87.2054577,97.54238971,0.004268127
2024-09-09/2024-09-15,Model  2 - Balint et al. Model,63.15623325,87.12686744,-0.584184328,-3.336050168,87.06297606,98.99420655,0.004415244
2024-09-09/2024-09-15,Model 3  - Real World GHI,61.24612552,83.4821697,-0.454417089,-8.798752999,83.01719462,94.65916068,0.004129176
2024-09-09/2024-09-15,Model 4 - Karamov Naumov,45.01320753,60.34016733,0.24017333,-9.715552309,59.5528659,70.60740053,0.002336502
2024-09-09/2024-09-15,Model 5 - HDKR,37.25745541,54.33080574,0.383981429,-24.41210277,48.53746688,61.09264626,0.002449791
2024-09-16/2024-09-22,Model 1 - Kasten Model,34.02316445,47.50571961,0.603765481,0.278293304,47.50490447,91.46811506,0.000812718
2024-09-16/2024-09-22,Model  2 - Balint et al. Model,33.52704848,47.05414435,0.611262653,-0.259099685,47.05343099,108.3722391,0.001217934
2024-09-16/2024-09-22,Model 3  - Real World GHI,31.19685906,43.59933125,0.666250855,-5.453714785,43.25689172,104.0803488,0.001143076
2024-09-16/2024-09-22,Model 4 - Karamov Naumov,30.67097273,40.04665387,0.718425725,-17.74190416,35.90207965,63.85460354,0.000236234
2024-09-16/2024-09-22,Model 5 - HDKR,43.62951055,59.11739991,0.386391799,-34.69432212,47.86617788,130.0201679,0.00159055
2024-09-23/2024-09-29,Model 1 - Kasten Model,48.79012522,68.29099133,-0.68276373,-16.37616565,66.29842152,157.5568083,0.000270661
2024-09-23/2024-09-29,Model  2 - Balint et al. Model,49.00273921,68.4401815,-0.690124175,-16.95325797,66.3072054,165.2720483,0.000288874
2024-09-23/2024-09-29,Model 3  - Real World GHI,48.28377129,67.2477903,-0.631745205,-19.40435044,64.38739383,156.9951442,0.000270659
2024-09-23/2024-09-29,Model 4 - Karamov Naumov,43.38922533,59.68584192,-0.285401958,-5.927037613,59.39082379,147.5099208,0.000183858
2024-09-23/2024-09-29,Model 5 - HDKR,45.91211846,61.65910523,-0.37179983,-5.094005024,61.44832277,213.4876005,0.000335814
2024-09-30/2024-10-06,Model 1 - Kasten Model,60.15687184,84.13030008,-0.932501519,-10.85798931,83.42668314,367.2955478,0.277693913
2024-09-30/2024-10-06,Model  2 - Balint et al. Model,60.15784969,84.06556287,-0.929528592,-11.1835508,83.31834763,363.7539892,0.271842787
2024-09-30/2024-10-06,Model 3  - Real World GHI,58.58654989,81.75533881,-0.824934214,-14.21088767,80.51078248,343.4995844,0.255008851
2024-09-30/2024-10-06,Model 4 - Karamov Naumov,52.39416649,73.5582161,-0.477329414,-15.69991217,71.86323061,446.5334937,0.472153243
2024-09-30/2024-10-06,Model 5 - HDKR,54.21800588,74.1223869,-0.500077718,-21.22113836,71.01965592,541.5495611,0.607789757
2024-10-07/2024-10-13,Model 1 - Kasten Model,39.76157707,56.7229838,-0.333309517,-11.9619243,55.44735574,126.7331171,0.020700471
2024-10-07/2024-10-13,Model  2 - Balint et al. Model,40.10095706,57.02597115,-0.347591376,-11.9835594,55.75262944,127.4716261,0.020692908
2024-10-07/2024-10-13,Model 3  - Real World GHI,39.38938599,55.70972948,-0.286100604,-14.8498955,53.69408313,121.8174194,0.019396223
2024-10-07/2024-10-13,Model 4 - Karamov Naumov,31.19088379,42.00385415,0.268875855,-17.49589679,38.1866123,118.003213,0.026818108
2024-10-07/2024-10-13,Model 5 - HDKR,29.25533112,40.61868171,0.316301714,-14.91725877,37.78032152,149.1167996,0.02979718
2024-10-14/2024-10-20,Model 1 - Kasten Model,42.13966597,59.68861682,-0.492141865,-12.84481037,58.29015204,142.3956177,0.000164904
2024-10-14/2024-10-20,Model  2 - Balint et al. Model,42.30216369,59.89186795,-0.502321222,-12.78544276,58.51126643,147.8564875,0.000175497
2024-10-14/2024-10-20,Model 3  - Real World GHI,41.66069525,59.02210048,-0.459003749,-15.13074851,57.0497046,140.6596696,0.000163915
2024-10-14/2024-10-20,Model 4 - Karamov Naumov,37.4384509,51.20754268,-0.098234182,-19.61759057,47.3007671,93.54572571,8.36E-05
2024-10-14/2024-10-20,Model 5 - HDKR,36.39242423,48.10470562,0.030824988,-17.31394591,44.88084201,130.1920236,0.000157434
2024-10-21/2024-10-27,Model 1 - Kasten Model,38.51676316,53.63510878,-0.785294686,-29.14651848,45.02449727,89.33306167,0.000192254
2024-10-21/2024-10-27,Model  2 - Balint et al. Model,38.61469124,53.75561263,-0.793325864,-29.0258668,45.24560691,89.57222357,0.000193416
2024-10-21/2024-10-27,Model 3  - Real World GHI,38.61841349,53.92549925,-0.804678855,-30.49256317,44.47654507,87.52542381,0.00018349
2024-10-21/2024-10-27,Model 4 - Karamov Naumov,35.20277082,50.25540276,-0.56739009,-30.64653078,39.82958269,80.26500081,0.000178671
2024-10-21/2024-10-27,Model 5 - HDKR,33.62435459,49.69589993,-0.532684269,-25.57749303,42.60838321,84.44125113,0.000259893
2024-10-28/2024-11-03,Model 1 - Kasten Model,21.7512262,34.81174127,-0.385316196,6.228154228,34.2500719,139.4609854,0.000655137
2024-10-28/2024-11-03,Model  2 - Balint et al. Model,21.95312666,35.01940271,-0.401893063,6.60304401,34.39125435,149.7213489,0.000700139
2024-10-28/2024-11-03,Model 3  - Real World GHI,20.89145439,33.4154173,-0.276412933,4.481279292,33.11356594,139.9965033,0.000655419
2024-10-28/2024-11-03,Model 4 - Karamov Naumov,16.9553259,26.36615041,0.205322589,-2.13645142,26.27944944,89.74741977,0.000262132
2024-10-28/2024-11-03,Model 5 - HDKR,19.05320274,28.49737167,0.07166007,6.331901914,27.78501773,161.186974,0.000697053
2024-11-04/2024-11-10,Model 1 - Kasten Model,20.3694554,29.63599179,-3.027893422,16.98421546,24.28638373,245.2248411,0.059878809
2024-11-04/2024-11-10,Model  2 - Balint et al. Model,20.91841864,30.23268039,-3.191720771,17.54039388,24.62416589,291.0554215,0.074240461
2024-11-04/2024-11-10,Model 3  - Real World GHI,19.11488365,27.56884255,-2.485588428,15.41129024,22.85898538,271.457657,0.069546272
2024-11-04/2024-11-10,Model 4 - Karamov Naumov,11.39370071,15.43746024,-0.092925963,6.061623815,14.19760175,140.7962261,0.039809862
2024-11-04/2024-11-10,Model 5 - HDKR,20.19081824,26.11989708,-2.128829961,15.150115,21.27728928,713.5324103,0.282017992
2024-11-11/2024-11-17,Model 1 - Kasten Model,23.80593884,32.54725755,0.173492368,-19.18925784,26.2887116,1846.314456,0.060018312
2024-11-11/2024-11-17,Model  2 - Balint et al. Model,23.9311007,32.65408302,0.168057995,-19.07289429,26.50497768,1877.292056,0.060997191
2024-11-11/2024-11-17,Model 3  - Real World GHI,22.84903065,32.05286881,0.198410759,-19.43989431,25.48483684,459.4255349,0.012635893
2024-11-11/2024-11-17,Model 4 - Karamov Naumov,24.79496203,33.80984098,0.108124316,-21.89528766,25.76240915,1338.634847,0.043348138
2024-11-11/2024-11-17,Model 5 - HDKR,22.72738195,31.57167728,0.222297711,-19.22390214,25.04420877,447.3290837,0.011919929
2024-11-18/2024-11-24,Model 1 - Kasten Model,39.32753481,55.36419134,-1.239119374,6.296427439,55.00498781,6341.132583,0.310601026
2024-11-18/2024-11-24,Model  2 - Balint et al. Model,38.84033791,54.51744649,-1.171152544,5.497484803,54.23955782,6246.793263,0.306354584
2024-11-18/2024-11-24,Model 3  - Real World GHI,35.02776763,46.34753347,-0.569179333,4.598564712,46.1188363,4494.592562,0.205366229
2024-11-18/2024-11-24,Model 4 - Karamov Naumov,34.41416413,44.81023298,-0.466809553,4.991307991,44.53138022,5933.788405,0.308794521
2024-11-18/2024-11-24,Model 5 - HDKR,27.18252168,35.39310009,0.084925329,1.047047009,35.37760912,4195.298876,0.227748784
2024-11-25/2024-12-01,Model 1 - Kasten Model,34.49591341,47.48174852,-0.77243395,-7.989136541,46.80480894,948.4384495,0.070141169
2024-11-25/2024-12-01,Model  2 - Balint et al. Model,34.66680695,47.42757572,-0.768391852,-8.317275854,46.69258893,1182.013566,0.089959412
2024-11-25/2024-12-01,Model 3  - Real World GHI,31.66175279,41.83876134,-0.376176984,-5.581108438,41.46484269,147.8631244,0.002909432
2024-11-25/2024-12-01,Model 4 - Karamov Naumov,26.68547048,37.61300631,-0.112225241,-14.27439056,34.79913817,94.79689456,0.001743131
2024-11-25/2024-12-01,Model 5 - HDKR,29.05125077,40.87860736,-0.313738226,-14.60877268,38.17910816,105.3429177,0.001941301
2024-12-02/2024-12-08,Model 1 - Kasten Model,19.2658396,27.74097475,-0.418564377,-2.514562518,27.62677425,404.1967361,0.03322267
2024-12-02/2024-12-08,Model  2 - Balint et al. Model,19.24708629,27.72319048,-0.416746124,-2.778927408,27.58356128,510.9962843,0.047650371
2024-12-02/2024-12-08,Model 3  - Real World GHI,21.46823568,28.71302425,-0.519719692,5.240499409,28.23074436,278.452639,0.011079671
2024-12-02/2024-12-08,Model 4 - Karamov Naumov,18.30402254,25.24798498,-0.175057346,-1.934619309,25.17375606,149.3121523,0.004913102
2024-12-02/2024-12-08,Model 5 - HDKR,23.06696555,30.31579902,-0.694117988,0.85770419,30.30366337,244.478406,0.009011787
2024-12-09/2024-12-15,Model 1 - Kasten Model,16.76316781,24.82022679,-0.75539605,8.289816726,23.39492673,310.2030842,0.195505007
2024-12-09/2024-12-15,Model  2 - Balint et al. Model,16.717161,24.70989908,-0.739825008,8.171335434,23.3196996,354.8660326,0.219661531
2024-12-09/2024-12-15,Model 3  - Real World GHI,19.44826395,25.41077577,-0.839922261,9.959472402,23.37769097,561.7608552,0.383389543
2024-12-09/2024-12-15,Model 4 - Karamov Naumov,14.98308989,20.48229115,-0.195420492,7.605605122,19.01786059,148.8860184,0.053312196
2024-12-09/2024-12-15,Model 5 - HDKR,19.76757476,25.82503238,-0.900401547,9.988545185,23.81514775,587.3443468,0.420804071
2024-12-16/2024-12-22,Model 1 - Kasten Model,17.44048428,26.17866316,-0.444904085,-7.064456838,25.20745632,147.8826762,0.094103132
2024-12-16/2024-12-22,Model  2 - Balint et al. Model,17.41364429,26.16682926,-0.44359806,-7.327451559,25.11994042,149.4770177,0.096161069
2024-12-16/2024-12-22,Model 3  - Real World GHI,21.34635422,28.66427125,-0.732311141,2.887731615,28.51844057,247.7029812,0.136084439
2024-12-16/2024-12-22,Model 4 - Karamov Naumov,17.14869667,26.03796839,-0.429414817,-5.023822474,25.54871827,138.0675371,0.076924831
2024-12-16/2024-12-22,Model 5 - HDKR,21.2487665,28.98200986,-0.77092875,-1.108267105,28.96081214,215.3918209,0.106923824
2024-12-23/2024-12-29,Model 1 - Kasten Model,13.1025616,20.69610239,-1.91996535,6.068762466,19.78632801,811.0150245,0.242011755
2024-12-23/2024-12-29,Model  2 - Balint et al. Model,13.03747353,20.45198486,-1.851487646,5.861880286,19.59392876,830.6865384,0.247845848
2024-12-23/2024-12-29,Model 3  - Real World GHI,15.77047461,20.72500343,-1.928126207,10.4182314,17.91608835,483.7975215,0.126960194
2024-12-23/2024-12-29,Model 4 - Karamov Naumov,12.32693608,16.61581729,-0.882105593,4.737280706,15.92619087,516.1729832,0.154744338
2024-12-23/2024-12-29,Model 5 - HDKR,12.7465837,17.02905247,-0.976885594,7.079643438,15.48764917,357.4803199,0.092780548
2024-12-30/2025-01-05,Model 1 - Kasten Model,20.31859351,24.5719229,-1.92852649,11.52971637,21.69896393,34037.47884,0.099524951
2024-12-30/2025-01-05,Model  2 - Balint et al. Model,20.16955477,24.20788978,-1.842396997,11.34224232,21.38633832,34833.10156,0.101861272
2024-12-30/2025-01-05,Model 3  - Real World GHI,23.14025017,29.91191795,-3.339696827,19.70031659,22.50822876,39821.75567,0.116314269
2024-12-30/2025-01-05,Model 4 - Karamov Naumov,14.39058335,17.98566302,-0.569002998,4.38339687,17.44333415,22046.56618,0.064349152
2024-12-30/2025-01-05,Model 5 - HDKR,16.38381563,20.40813657,-1.02012188,10.68092064,17.38993883,24627.42962,0.071837613
